vczsmcode	VcZSMDesc	VcASMDesc	VcASMCode	VcTSICode	VcTSIDesc	VcWSSTTYCode	VcWSSTTYDesc	VcRSMCode	VcRSMDesc	VcBMCode	VcBMDesc
ZW00102	FV-ZSM-WEST-B ZONE	AHMEDABAD	CA00200	TA33210	JABD	TA33210	JABD	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05490	TNS-6	TM51101	W-NAGERCOIL-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZN00102	FV-ZSM-NORTH-A ZONE	CENTRALUP	CD00800	TD05840	C UP-5	TD58402	W-KANPUR-4	ZN00102	FV-ZSM-NORTH-A ZONE	BCU0001	CENTRAL U.P
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM54600	CN-11(FW)	TM5061F	FW-CHENNAI NORTH-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BMA0001	CHENNAI
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05230	AP-A-07	TM52301	W-ADILABAD-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06040	BH-04	TC60403	W-DEHRI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC08140	PCAL-SB	TC08140	PCAL-SB	RPMCAL1	RPI - CALCUTTA	RPMCAL1	RPI - CALCUTTA
ZN00101	FV-ZSM-NORTH ZONE	HARYANASOUTH	CD01000	TD06000	JCH-2	TD06000	JCH-2	RPMDEL1	RPM - DELHI	RPMDEL1	RPM - DELHI
ZN00101	FV-ZSM-NORTH ZONE	PUNJABSOUTH	CD00900	TD05690	PS-05	TD56905	W-MANSA-1	ZN00101	FV-ZSM-NORTH ZONE	BPU0001	PUNJAB
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07020	NE-02	TC70802		ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	NASIK	CY00600	TY06200	MK-4	TY62002	W-JALGAON-1	ZW00101	FV-ZSM-WEST-A ZONE	BNA0001	NASHIK
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06100	KER-10	TM61001	W-MALAPURAM-1	RPMCHN1	RPI - SOUTH - A-CHENNAI	BKE0001	KERALA
ZW00102	FV-ZSM-WEST-B ZONE	JODHPUR	CA00500	TA03130	JJDH	TA03130	JJDH	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIEAST	CY00200	CY00200	MUMBAIEAST	CY00200	MUMBAIEAST	ZW00101	FV-ZSM-WEST-A ZONE	BMU0001	MUMBAI - A
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05160	AP-B-02	TM51601	W-VISAKHAPATNAM-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD06610	JDEL-3	TD06610	JDEL-3	RPMDEL1	RPM - DELHI	RPMDEL1	RPM - DELHI
ZN00102	FV-ZSM-NORTH-A ZONE	UTTRAKHAND	CD01100	TD05480	UT-06	TD54801	W-BAREILLY-1	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAI -1	CY00100	TY03200	M1-1	TY32001	W-ANDHERI WEST-1	ZW00101	FV-ZSM-WEST-A ZONE	BMU0001	MUMBAI - A
ZW00102	FV-ZSM-WEST-B ZONE	JODHPUR	CA00500	TA03130	JJDH	TA03130	JJDH	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07010	NE-01	TC07010	NE-01	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZC00105	FV-ZSM-CENTRAL ZONE	NAGPUR	CY00500	TY06350	JVD	TY06350	JVD	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06030	KER-3	TM60303	W-TRIVANDRUM-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BKE0001	KERALA
ZN00101	FV-ZSM-NORTH ZONE	PUNJABNORTH	CD00100	TD05660	PN-02	TD56603	W-JALLANDER-1	RPICHD1	RPI - CHANDIGARH	BPU0001	PUNJAB
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE2	CM00900	TM05690	BLR-2-04	TM53001	W-BANGALORE CITY MARKET-2	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0002	BANGALORE-2
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05490	TNS-6	TM51106	W-PARMANABHAPURAM-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIWEST	CY00300	TY12280	JMUM-3	TY12280	JMUM-3	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM55300	JCHE	TM55300	JCHE	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIC	CD01200	TD05650	DEL_C-6	TD56503	W-MADHUVIHAR-3	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06020	BH-02	TC60201	W-BEGUSARAI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM55300	JCHE	TM55300	JCHE	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIC	CD01200	PNTFW01	FWDEL-3	PD56001	PW-KAROLBAGH (FW)-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZW00102	FV-ZSM-WEST-B ZONE	JODHPUR	CA00500	TA03140	JODHPUR-5	TA31104	W-DUNGARPUR-1	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZW00101	FV-ZSM-WEST-A ZONE	SOUTHMAHAGOA	CY00800	TY10140	SMG-02	TY10141	W-GANDHINAGAR-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZN00101	FV-ZSM-NORTH ZONE	HARYANASOUTH	CD01000	TD05060	HS-05	TD62006	W-HISSAR-1	ZN00101	FV-ZSM-NORTH ZONE	BHA0001	HARYANA
ZW00101	FV-ZSM-WEST-A ZONE	THANE	CY01000	TY11070	TH-5	TY11063	W-KALYAN-2	ZW00101	FV-ZSM-WEST-A ZONE	BTH0001	THANE
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD05440	WUP-4	TD54505	W-MODI NAGAR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIEAST	CY00200	TY11020	ME-5	TY11021	W-CHEMBUR-GHATKOPAR-1	ZW00101	FV-ZSM-WEST-A ZONE	BMU0001	MUMBAI - A
ZW00101	FV-ZSM-WEST-A ZONE	SOUTHMAHAGOA	CY00800	TY10160	SMG-04	TY10162	W-KUDAL-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05080	TNS-1	TM50802	W-MADURAI-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZW00102	FV-ZSM-WEST-B ZONE	SURAT	CA00400	TA04190	SRT-2B	TA41706	W-VAPI-1	ZW00102	FV-ZSM-WEST-B ZONE	BAB0001	AHMEDABAD-BARODA
ZW00102	FV-ZSM-WEST-B ZONE	SAURASHTRA	CA00100	TA04240	SAU-8	TA42401	W-JAMNAGAR-1	ZW00102	FV-ZSM-WEST-B ZONE	BAA0001	AHMEDABAD-ABD
ZW00102	FV-ZSM-WEST-B ZONE	SAURASHTRA	CA00100	TA04240	SAU-8	TA42401	W-JAMNAGAR-1	ZW00102	FV-ZSM-WEST-B ZONE	BAA0001	AHMEDABAD-ABD
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05090	TNS-3	TM50902		ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZW00101	FV-ZSM-WEST-A ZONE	NASIK	CY00600	TY07160	MK-3	TY71603	W-NANDED-1	ZW00101	FV-ZSM-WEST-A ZONE	BNA0001	NASHIK
ZC00105	FV-ZSM-CENTRAL ZONE	CHATTISGARH	CY00700	TY12050	CM-06	TY12051	W-CHHATARPUR-1	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZW00102	FV-ZSM-WEST-B ZONE	AHMEDABAD	CA00200	TA33210	JABD	TA33210	JABD	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06030	BH-03	TC60303	W-MUZAFFARPUR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZC00105	FV-ZSM-CENTRAL ZONE	CHATTISGARH	CY00700	TY12030	CM-04	TY12035	W-RAIGARH-1	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06010	KER-1	TM60101	W-ADIMALI-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BKE0001	KERALA
ZN00102	FV-ZSM-NORTH-A ZONE	UTTRAKHAND	CD01100	TD05480	UT-06	TD54802	W-BADAUN-1	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZN00102	FV-ZSM-NORTH-A ZONE	CENTRALUP	CD00800	TD05850	C UP-6	TD58504	W-HATHRAS-1	ZN00102	FV-ZSM-NORTH-A ZONE	BCU0001	CENTRAL U.P
ZS00103	FV-ZSM-SOUTH ZONE(B)	HUBLI	CM00700	TM05340	KTK-B-04	TM53404	W-MANGALORE-3	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03040	JAIPUR-3	TA30402	W-HINDOUN CITY-1	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZS00103	FV-ZSM-SOUTH ZONE(B)	HUBLI	CM00700	TM05360	KTK-B-05	TM53602	W-DAVANGARI-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZW00102	FV-ZSM-WEST-B ZONE	SAURASHTRA	CA00100	TA04110	SAU-3	TA41501	W-AMRELI-1	ZW00102	FV-ZSM-WEST-B ZONE	BAA0001	AHMEDABAD-ABD
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05080	TNS-1	TM50801	 W-RAMNAD-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZW00102	FV-ZSM-WEST-B ZONE	SURAT	CA00400	TA33240	JABD-2	TA33240	JABD-2	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07030	CH-04	TD07030	CH-04	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05180	AP-B-04	TM05180	AP-B-04	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZE00101	FV-ZSM-EAST ZONE	JHARKHAND	CC00600	TC08110	JH-05	TC81106	W-SAHIBGANJ-6	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	PUNE	CY00900	TY10100	PUN-01	TY10101	W-TIMBER MARKET-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE1	CM00400	TM05550	BLR-1-06	TM55503	W-PAVAGADA-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC01100	NCAL-8	TC11003	W-COOCH-BEHAR-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC01100	NCAL-8	TC11003	W-COOCH-BEHAR-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZC00105	FV-ZSM-CENTRAL ZONE	MADHYAPRADESH	CY00400	TY07100	MP-9	TY71002	W-BURHANPUR-1	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZW00102	FV-ZSM-WEST-B ZONE	AHMEDABAD	CA00200	TA33140	IN-ABD	TA3314A	IN-ABD-A	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZS00103	FV-ZSM-SOUTH ZONE(B)	HUBLI	CM00700	TM05270	KTK-B-02	TM54003	W-GADAG TERRITORY-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZN00101	FV-ZSM-NORTH ZONE	J&K	CD00700	TD05080	JK-01	TD50801	W-JAMMU-2	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC02090	NCAL-11	TC10901	W-KALINGPONK-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	BARODA	CA00600	TA02210	BRD 1	TA02210	BRD 1	ZW00102	FV-ZSM-WEST-B ZONE	BAB0001	AHMEDABAD-BARODA
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07020	NE-02	TC70212	W-JORHAT-3	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE2	CM00900	TM55600	PKTK-A-1	TM55600	PKTK-A-1	RPMKTK1	RPI - KARNATAKA	RPMKTK1	RPI - KARNATAKA
ZN00102	FV-ZSM-NORTH-A ZONE	EASTERNUP	CD00400	TD05920	UP E-2	TD59201	W-DEORIA-1	ZN00102	FV-ZSM-NORTH-A ZONE	BEU0001	EASTERN U.P
ZW00101	FV-ZSM-WEST-A ZONE	SOUTHMAHAGOA	CY00800	TY10180	SMG-06	TY10151	W-SATARA-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC01130	BH-07	TC11302	W-HAJIPUR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIA	CD00300	TD05550	DEL_A_2	TD55501	W-UTTAM NAGAR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC62900	JCAL-2	TC6290B	JCAL-2B	RPMCAL1	RPI - CALCUTTA	RPMCAL1	RPI - CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06030	BH-03	TC60301	W-DARBHANGA-1	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIB	CD00600	TD06210	DEL-B-5	TD52703	W-BHOGAL-3	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIC	CD01200	TD05650	DEL_C-6	TD56503	W-MADHUVIHAR-3	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIWEST	CY00300	TY03140	MW-1	TY31401	W-DAHISAR-1	RPMMUM1	RPI - MUMBAI	BMU0001	MUMBAI - A
ZE00101	FV-ZSM-EAST ZONE	JHARKHAND	CC00600	TC08110	JH-05	TC81107	W-DUMKA-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAI -1	CY00100	TY06280	PMWA-2	TY06280	PMWA-2	RPMMUM1	RPI - MUMBAI	RPMMUM1	RPI - MUMBAI
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC08160	JCAL	TC0816C	JCAL-C	RPMCAL1	RPI - CALCUTTA	RPMCAL1	RPI - CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03100	JAIPUR-4	TA31002	W-BHARATPUR-1	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC01090	NCAL-7	TC10902	W-DARJEELING/SILIGURI-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00101	FV-ZSM-NORTH ZONE	J&K	CD00700	TD07170	JK-04	TD59901	W-ANANTNAG-1	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZW00102	FV-ZSM-WEST-B ZONE	JODHPUR	CA00500	TA03060	JODHPUR-1	TA03060	JODHPUR-1	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZN00101	FV-ZSM-NORTH ZONE	HARYANASOUTH	CD01000	TD05040	HS-02	TD50402	W-GURGAON-4	ZN00101	FV-ZSM-NORTH ZONE	BHA0001	HARYANA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIB	CD00600	TD05240	DEL-B-1	TD52401	W-KOTLA-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05750	AP-A-09	TM51901	W-HYDERABAD-AMIRPETH-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZC00105	FV-ZSM-CENTRAL ZONE	NAGPUR	CY00500	TY12140	PVD	TY12140	PVD	RPINAG1	RPI - NAGPUR	RPINAG1	RPI - NAGPUR
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIEAST	CY00200	TY06230	IN-MUM	TY06230	IN-MUM	RPMMUM1	RPI - MUMBAI	RPMMUM1	RPI - MUMBAI
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIWEST	CY00300	TY12100	JMUM-1	TY1210B	JMUM-1-B	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM56500	IN-HYD	TM56500	IN-HYD	RPMANP1	RPI - AP	RPMANP1	RPI - AP
ZW00102	FV-ZSM-WEST-B ZONE	BARODA	CA00600	TA02250	PBRD	TA02250	PBRD	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC02060	SCAL-6	TC20605	W-KRISHNANAGAR-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE2	CM00900	TM55600	PKTK-A-1	TM55600	PKTK-A-1	RPMKTK1	RPI - KARNATAKA	RPMKTK1	RPI - KARNATAKA
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05150	AP-B-01	TM51501	W-ELURU-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM54800	PAP-A	TM54800	PAP-A	RPMANP1	RPI - AP	RPMANP1	RPI - AP
ZC00105	FV-ZSM-CENTRAL ZONE	CHATTISGARH	CY00700	TY12090	CM-09	TY12031	W-AMBIKAPUR-1	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05730	AP-B-08	TM51602	W-VIZIANAGARAM-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZW00102	FV-ZSM-WEST-B ZONE	SAURASHTRA	CA00100	TA33300	JABD-3	TA33300	JABD-3	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZW00101	FV-ZSM-WEST-A ZONE	NASIK	CY00600	TY07260	MK-10	TY62003	W-JALGAON-2	ZW00101	FV-ZSM-WEST-A ZONE	BNA0001	NASHIK
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC02080	NCAL-5	TC20303	W-CHINSURAH,HOOGLIE,ARAMBAGH-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08030	OR-03	TC80304	W-JHARSUGUDA-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07040	NE-04	TC70102	W-IMPHAL-2	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07030	CH-04	TD57808	W-SIMLA-1	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC01030	NCAL-6	TC10302	W-NORTH KOLKATA-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZC00105	FV-ZSM-CENTRAL ZONE	MADHYAPRADESH	CY00400	TY07060	MP-8	TY70605	W-GWALIOR-3	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC01070	SCAL-3	TC10701	W-TAMLUK-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	AHMEDABAD	CA00200	PWTGJ01	PABD-1	PA10001	FW-AHMADABAD	ZW00102	FV-ZSM-WEST-B ZONE	BAA0001	AHMEDABAD-ABD
ZN00102	FV-ZSM-NORTH-A ZONE	UTTRAKHAND	CD01100	TD05750	UT-03	TD57502	W-HARDWAR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIB	CD00600	TD00700	JDEL-1	TD0070A	JDEL-1-A	RPMDEL1	RPM - DELHI	RPMDEL1	RPM - DELHI
ZN00101	FV-ZSM-NORTH ZONE	HARYANASOUTH	CD01000	TD06120	HS-01	TD61204	W-GURGAON-6	ZN00101	FV-ZSM-NORTH ZONE	BHA0001	HARYANA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIA	CD00300	TD05570	DEL_A_4	TD55701	W-KIRTI NAGAR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05180	AP-B-04	TM51802	W-GUNTUR-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZN00101	FV-ZSM-NORTH ZONE	J&K	CD00700	TD07170	JK-04	TD59904	W-SRINAGAR-3	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM01120	CN-10	TM11206	W-CUDDALORE-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BMA0001	CHENNAI
ZW00101	FV-ZSM-WEST-A ZONE	SOUTHMAHAGOA	CY00800	TY10140	SMG-02	TY10143	W-KOLHAPUR-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE2	CM00900	TM53900	KTK-A-10	FVWST15	W-BANGALORE ADH-2	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0002	BANGALORE-2
ZC00105	FV-ZSM-CENTRAL ZONE	NAGPUR	CY00500	TY06150	VD-01	TY61501	W-NAGPUR EAST-1	ZC00105	FV-ZSM-CENTRAL ZONE	BNG0001	NAGPUR
ZN00101	FV-ZSM-NORTH ZONE	PUNJABSOUTH	CD00900	TD05670	PS-04	TD56702	W-PATIALA-2	ZN00101	FV-ZSM-NORTH ZONE	BPU0001	PUNJAB
ZC00105	FV-ZSM-CENTRAL ZONE	MADHYAPRADESH	CY00400	TY06330	JMP	TY06330	JMP	RPMDEL1	RPM - DELHI	RPIMPC1	RPI - MP+CHTSG
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03120	JJPR	TA03120	JJPR	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZS00102	FV-ZSM-SOUTH ZONE(A)	COIMBTAORE	CM00600	TM57000	JCHE-2	TM57000	JCHE-2	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZC00105	FV-ZSM-CENTRAL ZONE	NAGPUR	CY00500	TY06350	JVD	TY06350	JVD	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZC00105	FV-ZSM-CENTRAL ZONE	MADHYAPRADESH	CY00400	TY07020	MP-2	TY70205	W-INDORE-3	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZS00102	FV-ZSM-SOUTH ZONE(A)	COIMBTAORE	CM00600	TM01110	TNN-6	TM11101	W-TIRUVANNAMALAI-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM05580	JKER	TM05580	JKER	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAI -1	CY00100	TY12170	JMUM-2	TY12170	JMUM-2	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZW00101	FV-ZSM-WEST-A ZONE	THANE	CY01000	TY02290	TH-6	TY22101	W-VASHI-1	ZW00101	FV-ZSM-WEST-A ZONE	BTH0001	THANE
ZW00101	FV-ZSM-WEST-A ZONE	NASIK	CY00600	TY07190	MK-6	TY71901	W-NASIK-1	ZW00101	FV-ZSM-WEST-A ZONE	BNA0001	NASHIK
ZN00102	FV-ZSM-NORTH-A ZONE	EASTERNUP	CD00400	TD07070	UP E-9	TD59403	W-GAZIPUR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BEU0001	EASTERN U.P
